Name,Team,Competition,Minutes,Primary Position,Age,NP Goals,xG,xG/Shot,Shots,Goal Conversion%,Shooting%,Shot Touch%,Penalty Conversion%,Assists,xG Assisted,Key Passes,OP Key Passes,Scoring Contribution,xG & xG Assisted,Shots & Key Passes,Dribbles,Successful Dribbles,Dispossessed,PAdj Interceptions,PAdj Clearances,Defensive Actions,Aggressive Actions,Blocks/Shot,Defensive Regains,Ball Recov. F2,Ball Recoveries,PAdj Tackles,PAdj Tack&Int,Dribbles Stopped%,Aerial Win%,Pressures,PAdj Pressures,Counterpressures,Counterpress Regains,OP Passes,Passing%,Long Ball%,Deep Progressions,xGBuildup,xGChain,Carries,Carry%,Carry Length,OP F3 Passes,PintoB,OP Passes Into Box,SP PintoB,Passes Inside Box,Touches In Box,PinTin,Throughballs,Successful Box Cross%,Successful Crosses,Crossing%,Deep Completions,Pass Forward%,Pass OBV,D&C OBV,DA OBV,Shot OBV,Goalkeeper OBV,OBV
Isaac Ogundere,AFC Wimbledon,League Two,846,Centre Back,22,0,0.02,0.07,0.21,0,0,0,,0,0.01,0.21,0.21,0,0.03,0.43,0.32,0.32,0.74,0.62,2.32,14.25,5.85,0.01,2.98,2.23,9.78,0.68,1.31,50,38,12.23,8.9,2.02,0.53,29.99,72,39,3.83,0.26,0.26,24.88,96,4.97,5,0.43,0.43,0,0,0.32,0.74,0,50,0.32,33,0,39,0.08,0.02,-0.01,-0.01,,0.09
Jack Shepherd,Bradford City,League Two,924,Centre Back,24,0.19,0.02,0.06,0.39,50,50,0,,0,0.03,0.49,0.39,0.19,0.05,0.88,0.29,0.29,0.19,1.34,7.74,15,9.35,0.06,5.94,3.12,15.78,2.15,3.49,62,64,11.98,14.56,2.53,0.49,46.56,71,39,5.16,0.26,0.28,33.02,99,4.86,7.4,0.68,0.68,0,0,0.68,1.36,0,71,0.58,67,0,45,0.13,0.05,0,0.01,,0.19
Jacob Bedeau,Notts County,League Two,1419,Centre Back,25,0,0.05,0.26,0.19,0,0,0,,0.13,0.05,0.63,0.63,0.13,0.1,0.82,0.82,0.51,0.51,0.97,5.23,10.15,4.63,0.05,3.81,2.92,9.64,2.18,3.14,83,55,7.99,11.9,1.71,0.25,59.18,86,43,6.15,0.68,0.72,51.89,97,4.2,9.32,0.51,0.51,0,0.44,1.27,1.78,0,38,0.19,30,0.38,31,0.13,0.03,0.03,-0.03,,0.17
Jamie Garry Stott,Morecambe,League Two,1482,Centre Back,27,0.06,0.16,0.22,0.73,8,33,0,,0,0.01,0.12,0.12,0.06,0.17,0.85,0,0,0.06,0.7,4.77,12.14,5.1,0.07,4.31,2.06,12.69,0.9,1.6,64,63,10.08,7.3,2.13,0.3,29.02,62,35,2.79,0.26,0.31,16.39,98,4.7,2.67,0.18,0.12,0.06,0.06,1.76,1.88,0,0,0,0,0.06,46,0.02,0.02,0.04,0.05,,0.13
Jasper Moon,Harrogate Town,League Two,1071,Centre Back,24,0,0.03,0.09,0.34,0,0,0,,0,0.02,0.17,0.17,0,0.05,0.5,0.25,0.25,0.17,1.15,4.21,13.78,7.14,0.04,3.95,1.18,10.84,1,2.15,38,62,11.01,6.67,1.76,0.5,32.85,75,43,1.76,0.23,0.25,23.44,99,5.11,1.93,0.08,0.08,0,0,1.09,1.18,0.17,100,0.08,33,0.08,36,0,0.04,0.19,-0.04,,0.18
Jay McGrath,Doncaster Rovers,League Two,1175,Centre Back,22,0,0.1,0.09,1.15,0,27,0,,0,0.03,0.38,0.38,0,0.13,1.53,0.15,0.08,0.08,0.18,6.99,8.65,4.44,0.11,3.68,1.91,14.25,1.51,1.69,38,72,6.36,6.51,1.15,0.08,45.65,74,56,3.91,0.58,0.6,31.48,99,5.77,4.06,0.23,0.15,0.08,0.15,2.53,2.68,0.15,0,0.08,50,0.31,32,0.09,0.04,0.09,-0.11,,0.11
Jon Mellish,Carlisle United,League Two,1303,Centre Back,27,0.14,0.08,0.11,0.76,18,55,1,,0.07,0.03,0.69,0.62,0.21,0.11,1.45,1.45,0.83,1.04,1.44,4.65,13.12,5.11,0.04,3.52,3.52,12.29,1.99,3.43,50,63,10.01,11.43,2,0.07,50.76,73,45,5.73,0.4,0.41,44.4,94,5.7,7.94,0.69,0.55,0.14,0.14,1.38,1.93,0,50,0.35,19,0.14,31,0.08,0.1,0.03,0.05,,0.26
Jordan Turnbull,Tranmere Rovers,League Two,1165,Centre Back,30,0,0,,0,,,0,,0.08,0.03,0.54,0.54,0.08,0.03,0.54,0.15,0.08,0.08,1.42,6.1,9.89,3.55,0.05,3.01,2.16,10.97,2,3.42,64,68,7.34,7.38,1.62,0.15,32.84,76,41,2.09,0.17,0.18,22.87,99,3.62,3.71,0.15,0.15,0,0.23,1.08,1.24,0,0,0,0,0.23,36,0.02,0.02,0.06,,,0.1
Kayden Hughes,Fleetwood Town,League Two,662,Centre Back,19,0.27,0.04,0.15,0.27,100,100,0,,0,0.01,0.27,0.27,0.27,0.05,0.54,0.27,0.14,0.14,1.1,3.57,11.7,5.99,0.08,2.58,1.9,8.71,0.38,1.48,50,47,10.07,10.04,1.63,0.27,37.68,80,41,1.09,0.46,0.46,30.2,99,4.48,1.36,0,0,0,0,0.54,0.54,0,,0,0,0,28,-0.01,0.01,-0.03,-0.02,,-0.05
Kyle Jameson,Newport County AFC,League Two,1166,Centre Back,26,0,0.01,0.18,0.08,0,0,0,,0,0.01,0.23,0.23,0,0.02,0.31,0.15,0.08,0.31,0.67,4.42,10.73,5.56,0.13,5.09,1.24,10.58,0.72,1.39,63,66,9.03,6.76,1.39,0.31,28.1,77,37,0.93,0.16,0.18,21.38,97,4.73,0.93,0.15,0.15,0,0.08,0.46,0.62,0,0,0,0,0.15,31,0.02,0.02,0.11,-0.03,,0.12
Laurence Maguire,Milton Keynes Dons,League Two,1243,Centre Back,28,0.07,0.09,0.26,0.36,20,40,0,,0.07,0.04,0.65,0.58,0.14,0.13,1.01,0.14,0.07,0.14,1.19,5.63,10.06,4.49,0.1,3.11,2.39,14.62,1.59,2.78,50,70,7.82,10.87,2.24,0.22,61.39,80,41,5.79,0.53,0.56,45.1,99,3.31,8.18,0.51,0.51,0,0.14,1.3,1.81,0,29,0.14,40,0.07,38,0.1,0.05,0.14,0.04,,0.33
Luke Garbutt,Salford City,League Two,1443,Centre Back,32,0,0.03,0.04,0.94,0,27,1,,0.06,0.07,1.12,0.5,0.06,0.11,2.06,0.25,0.19,0.75,1.18,2.95,13.04,6.61,0.04,3.24,4.18,10.92,2.04,3.22,65,62,10.17,11.03,1.93,0.31,38.74,66,37,5.24,0.28,0.31,31.13,96,4.84,7.86,2.56,0.87,1.68,0.12,0.75,1.62,0,37,1.06,27,0.19,31,0.29,0.07,0.05,-0.04,,0.37
Michael Isaac Williams,Crewe Alexandra,League Two,1384,Centre Back,21,0.07,0.05,0.12,0.46,14,29,0,,0.13,0.07,0.39,0.33,0.2,0.12,0.85,0.26,0.26,0.13,1.03,3.23,6.76,3.38,0.01,2.21,1.76,8.59,0.64,1.66,83,56,5.59,4.9,0.72,0.2,36.36,76,49,3.77,0.26,0.34,28.62,98,4.71,4.62,0.65,0.46,0.2,0.07,1.04,1.5,0,20,0.13,14,0.07,37,0.06,0.04,0,0,,0.11
Miguel Freckleton,Swindon Town,League Two,1369,Centre Back,21,0,0.01,0.07,0.13,0,0,0,,0.07,0.02,0.53,0.53,0.07,0.03,0.66,0.53,0.2,0.33,1.36,5.68,12.03,4.67,0.04,4.01,2.5,12.36,1.31,2.67,71,61,10.26,10.51,1.45,0.26,51.55,75,51,4.34,0.36,0.37,41.3,97,5.01,6.64,0.59,0.53,0.07,0.07,1.25,1.78,0.07,33,0.26,29,0.07,31,0.03,0.03,0.03,-0.01,,0.08
Niall Canavan,Barrow,League Two,812,Centre Back,34,0,0.02,0.15,0.11,0,0,0,,0.11,0,0.22,0.22,0.11,0.02,0.33,0,0,0,0.61,5.38,5.88,3.88,0.06,3.44,0.78,11.2,0.7,1.31,63,74,4.66,3.95,0.67,0.22,25.39,70,38,1.33,0.12,0.13,14.41,100,4.32,1.11,0,0,0,0,0.55,0.55,0,,0,,0.11,43,-0.01,0.02,0.04,-0.02,,0.03
Ryan Johnson,AFC Wimbledon,League Two,601,Centre Back,28,0,0.03,0.07,0.45,0,33,0,,0.15,0.02,0.3,0.3,0.15,0.06,0.75,0,0,0.3,1.81,5.12,14.53,8.84,0.06,4.04,3.44,15.43,1.23,3.04,33,58,12.28,14.26,4.04,0.45,43.74,75,44,3.59,0.3,0.36,25.61,98,3.53,5.54,0.6,0.6,0,0.15,1.8,2.4,0,50,0.6,50,0.15,38,0.15,0,-0.09,-0.07,,0
Shadrach Ogie,Gillingham,League Two,1223,Centre Back,23,0,0.02,0.04,0.44,0,50,0,,0,0.01,0.15,0,0,0.03,0.59,0.29,0.07,0.59,0.93,4.77,9.12,4.12,0.08,3.09,1.84,13.61,1.43,2.35,60,70,6.7,6.22,1.03,0,38.78,71,40,1.55,0.3,0.31,29.29,96,4.41,1.47,0.22,0.07,0.15,0,0.81,0.88,0,67,0.15,10,0,30,0.07,0.07,0.01,0.01,,0.16
Taylor Allen,Walsall,League Two,1391,Centre Back,24,0.13,0.02,0.04,0.52,25,63,1,100,0.13,0.17,1.62,0.45,0.26,0.19,2.13,0.65,0.26,0.52,0.65,2.53,9.96,4.46,0.03,3.23,3.1,14.29,0.92,1.57,56,56,8.09,5.65,1.23,0.19,35.51,61,33,4.79,0.32,0.36,26.78,96,5.6,6.27,2.33,0.71,1.62,0.06,0.52,1.23,0.13,17,0.45,25,0.13,39,0.29,0.05,-0.01,0.05,,0.37
Terell Thomas,Carlisle United,League Two,898,Centre Back,29,0,0.1,0.1,1,0,0,0,,0,0.01,0.2,0.2,0,0.11,1.2,0.3,0.2,0.2,2.1,6.98,12.03,6.11,0.09,4.51,3.11,16.84,2.65,4.75,86,76,8.82,10.96,1.9,0.2,52.21,75,44,4.11,0.41,0.46,38.78,98,5.18,4.51,0.3,0.3,0,0.2,2.2,2.51,0,0,0,0,0.2,30,-0.01,0.06,0.06,-0.12,,-0.02
Thomas Bradbury,Cheltenham Town,League Two,1088,Centre Back,27,0.08,0.03,0.06,0.5,17,33,0,,0,0,0,0,0.08,0.03,0.5,0.66,0.41,0.25,0.84,3.17,11.66,5.87,0.07,3.56,3.72,14.89,0.97,1.81,67,70,9.35,6.9,1.65,0.25,31.77,60,36,4.05,0.24,0.26,20.02,95,5.63,4.3,0.17,0.17,0,0,0.99,1.16,0,0,0,0,0,45,0.05,0.03,0,-0.02,,0.07
Zach Awe,Accrington Stanley,League Two,1392,Centre Back,21,0.06,0.05,0.21,0.26,25,25,0,,0,0,0,0,0.06,0.05,0.26,0.45,0.26,0.32,1.45,4.48,16.1,6.53,0.03,4.72,2.13,14.22,1.02,2.47,73,65,13.12,9.66,1.94,0.52,24.56,69,57,1.62,0.28,0.28,15,95,6.01,1.75,0,0,0,0,0.52,0.52,0,,0,,0,38,0.01,0.04,0.03,-0.03,,0.06
Calum Kavanagh,Bradford City,League Two,814,Centre Forward,21,0,0.21,0.08,2.54,0,22,5,,0.11,0.09,0.88,0.88,0.11,0.3,3.43,1.55,0.44,1.33,0.44,0.62,22.66,11.83,0.02,2.98,3.21,4.31,0.71,1.15,0,22,20.89,21.23,4.97,0.44,18.57,79,44,1.88,0.33,0.52,22.77,78,4.49,5.97,0.55,0.55,0,0.55,5.2,5.75,0.11,0,0.22,67,0.55,15,-0.04,-0.01,0.02,-0.08,,-0.11
Cole Stockton,Salford City,League Two,690,Centre Forward,31,0.26,0.16,0.1,1.69,15,38,5,,0.13,0.08,0.65,0.65,0.39,0.24,2.35,1.17,0.39,0.52,0.17,0.78,10.56,4.3,0.04,1.69,2.48,2.87,0.25,0.43,0,47,9.65,9.92,1.04,0,13.17,66,83,0.91,0.29,0.39,13.56,72,2.71,4.3,0,0,0,0.39,4.04,4.04,0.13,,0.26,40,0.52,10,-0.05,-0.02,0,0.01,,-0.06
Harry Smith,Swindon Town,League Two,756,Centre Forward,30,0.48,0.29,0.12,2.5,19,29,6,,0,0,0,0,0.48,0.29,2.5,0.12,0.12,0.48,0.27,1.55,15.59,6.31,0,1.9,2.62,3.57,0.32,0.59,0,68,13.81,11.66,1.43,0,20.12,50,57,1.9,0.43,0.48,8.57,78,3.81,5.71,0.48,0.48,0,0.12,4.4,4.88,0,0,0.12,100,0.48,27,-0.08,0,0,0.11,,0.04
Kylian Kouassi,Salford City,League Two,974,Centre Forward,21,0.09,0.14,0.08,1.76,5,32,4,,0.18,0.17,1.76,1.76,0.28,0.3,3.51,2.13,1.39,3.05,0,1.35,18.76,6.56,0,2.13,3.79,5.17,0.82,0.82,50,35,16.08,17.98,4.34,0.37,19.03,66,50,3.14,0.35,0.49,22.82,69,5.95,8.22,0.46,0.46,0,0.18,5.54,6.01,0.28,20,0.09,14,0.83,21,-0.04,0.03,-0.04,-0.04,,-0.1
Nathan Lowe,Walsall,League Two,1017,Centre Forward,19,0.62,0.5,0.22,2.3,27,54,5,,0.27,0.12,0.89,0.89,0.89,0.62,3.19,1.5,0.89,1.68,0.21,0.57,22.04,7.88,0,2.83,3.19,4.69,0.59,0.8,75,31,19.74,12.58,3.89,0.18,15.93,68,50,1.15,0.55,0.89,17.17,75,5.32,6.02,0.18,0.18,0,0.62,5.22,5.4,0,0,0.09,25,0.97,16,-0.02,0.06,-0.05,0.29,,0.29
Omar Bugiel,AFC Wimbledon,League Two,1050,Centre Forward,31,0.17,0.19,0.1,1.89,9,36,4,,0,0.08,1.03,1.03,0.17,0.28,2.92,2.06,1.11,1.29,0.55,1.46,25.21,10.8,0.04,4.03,3.86,5.4,1.66,2.21,50,43,20.32,18.54,4.2,0.6,20.83,56,33,2.4,0.59,0.69,15.6,76,5.6,6.52,0.69,0.6,0.09,0.34,4.37,4.97,0.26,0,0,0,0.43,33,-0.01,0,0.01,0,,0.01
Ronan Coughlan,Fleetwood Town,League Two,875,Centre Forward,29,0.41,0.53,0.16,3.29,13,47,8,100,0.1,0.15,1.44,1.44,0.51,0.68,4.73,1.34,0.31,1.85,0.16,0.75,21.71,10.7,0.02,3.09,2.37,2.88,0.69,0.85,44,37,20.07,17.69,3.7,0.21,13.89,72,43,1.13,0.44,0.84,16.67,70,5.83,4.73,0.51,0.51,0,1.13,7.92,8.44,0,40,0.41,67,1.23,13,-0.03,0.07,0.01,0.23,,0.27
Samson Tovide,Colchester United,League Two,986,Centre Forward,21,0.27,0.23,0.1,2.28,12,36,7,,0.46,0.21,1.28,1.28,0.73,0.44,3.56,0.73,0.37,2.83,0.36,0.45,17.43,6.11,0.01,2.37,4.38,5.48,0.89,1.25,100,30,14.42,15.22,3.38,0.27,13.51,59,50,2.1,0.24,0.54,18.62,70,6.61,4.56,0.46,0.37,0.09,0.64,5.38,5.75,0.18,20,0.27,27,0.64,18,0.04,0.09,-0.02,-0.03,,0.08
Mark Helm,Fleetwood Town,League Two,816,Attacking Midfielder,23,0.33,0.22,0.1,2.21,15,35,5,,0,0.05,0.55,0.55,0.33,0.27,2.76,2.1,1.21,2.43,0.39,0.29,22.94,13.01,0.01,3.31,4.74,7.83,0.55,0.94,10,35,20.84,15.66,3.53,0.22,20.4,70,59,3.2,0.46,0.63,23.49,80,5.65,7.06,0.99,0.99,0,0.55,4.19,5.18,0.33,0,0.22,33,0.66,24,0.02,0.15,0.01,-0.06,,0.12
Kieran Green,Grimsby Town,League Two,742,Attacking Midfielder,27,0.24,0.17,0.11,1.58,15,46,2,,0.36,0.16,1.58,1.58,0.61,0.33,3.15,1.58,1.09,1.45,0.73,1.04,19.28,9.46,0.04,3.76,3.64,8.37,0.6,1.33,25,54,15.76,13.28,3.64,0.12,25.58,66,44,2.67,0.28,0.47,24.13,82,6.99,7.52,1.21,1.21,0,0.61,4.12,5.33,0,20,0.48,33,0.73,23,0.06,0.07,0.08,0.07,,0.28
Matty Virtue,Fleetwood Town,League Two,934,Attacking Midfielder,28,0.29,0.21,0.14,1.54,19,25,2,,0,0.05,0.48,0.48,0.29,0.26,2.02,0.19,0,0.67,0.76,0.71,20.9,9.34,0.03,3.37,5.01,10.5,1.93,2.68,67,35,17.53,15.11,4.82,0.29,28.8,70,43,2.12,0.4,0.53,22.16,95,4.37,6.07,0.39,0.39,0,0.1,3.95,4.33,0.19,0,0.1,10,0.39,18,-0.01,0.16,0.08,-0.02,,0.2
Bobby Pointon,Bradford City,League Two,692,Attacking Midfielder,21,0.26,0.1,0.06,1.56,17,42,2,,0.13,0.1,1.43,1.43,0.39,0.2,2.99,1.43,0.78,2.08,0.36,1.47,19.25,8.06,0,3.9,5.46,8.32,0.75,1.11,0,38,17.56,22.07,3.77,0.13,37.72,77,32,4.03,0.35,0.43,37.85,89,5.81,15.48,1.56,1.56,0,0.39,3.25,4.81,0,25,0.78,29,0.65,18,0.02,0.12,0,0.02,,0.17
Ollie Clarke,Swindon Town,League Two,639,Attacking Midfielder,32,0,0.12,0.06,1.97,0,36,3,,0.14,0.05,0.56,0.56,0.14,0.17,2.54,0.7,0.42,1.55,0.91,1.42,23.25,11.98,0.04,3.38,4.93,8.88,1.49,2.39,50,57,19.87,16.2,3.38,0,25.08,67,33,2.4,0.26,0.36,21.14,90,6.62,4.79,0,0,0,0.56,3.24,3.24,0,,0.28,40,0.56,19,-0.04,0.09,0.06,-0.06,,0.04
Myles Hippolyte,AFC Wimbledon,League Two,959,Attacking Midfielder,30,0.19,0.17,0.08,2.06,9,27,2,,0,0.05,0.94,0.84,0.19,0.22,3,3.19,1.03,1.31,0.66,0.71,20.83,8.82,0.03,3.94,6.85,11.45,1.75,2.41,38,40,17.26,13.59,4.13,0.38,31.33,65,43,4.03,0.36,0.5,28.33,85,5.2,10.79,1.41,1.03,0.38,0.19,2.91,3.94,0.09,33,0.56,19,0.38,21,0.12,0.06,0.04,-0.01,,0.21
Charlie Lakin,Walsall,League Two,1019,Attacking Midfielder,26,0.09,0.08,0.05,1.77,5,20,3,,0,0.11,0.71,0.71,0.09,0.19,2.47,0.97,0.27,1.15,0.41,0.35,22.71,10.87,0.03,4.42,4.86,8.04,2.43,2.84,53,23,18.55,12.78,2.83,0.18,24.74,61,42,3.18,0.36,0.44,23.85,84,4.02,7.51,0.62,0.53,0.09,0.44,2.65,3.18,0.09,57,0.44,25,0.88,25,0.01,0.09,0.04,0,,0.14
Armani Little,Gillingham,League Two,1109,Defensive Midfielder,28,0.16,0.03,0.05,0.65,25,25,1,,0,0.06,0.65,0.65,0.16,0.09,1.3,0.57,0.16,0.65,1.02,1.59,23.61,12.25,0.05,5.11,6.65,12.25,1.9,2.92,36,58,20.28,17.51,4.79,0.73,42.51,75,56,4.46,0.26,0.27,35.69,95,4.27,7.87,0.73,0.57,0.16,0.08,0.57,1.14,0.08,22,0.16,14,0.16,29,0.02,0.06,0.02,-0.02,,0.08
Bryn Morris,Newport County AFC,League Two,1173,Defensive Midfielder,29,0,0.03,0.03,1,0,8,0,0,0.08,0.02,0.46,0.38,0.08,0.06,1.46,0.92,0.38,0.84,1.12,1.5,14.81,8.29,0.03,3.84,6.91,16.12,1.06,2.17,32,67,12.51,9.67,2.53,0.23,45.82,75,57,4.68,0.21,0.23,32.23,94,5.12,6.37,0.61,0.23,0.38,0.08,0.46,0.69,0.08,25,0.15,33,0,28,0.05,0.06,0.08,-0.03,,0.15
Callum Graham Jones,Morecambe,League Two,1394,Defensive Midfielder,24,0,0.05,0.04,1.29,0,40,2,100,0.06,0.04,0.65,0.52,0.06,0.09,1.94,0.26,0.13,0.45,0.62,1,24.4,12.72,0.02,5.16,5.42,10.65,1.45,2.07,39,47,21.43,15.1,4.39,0.58,24.14,67,35,2.84,0.19,0.24,16.78,95,5.12,5.87,0.84,0.39,0.45,0.26,1.74,2.13,0.19,8,0.06,14,0.58,27,0.04,0.08,0.07,0,,0.18
Dan Crowley,Notts County,League Two,1161,Defensive Midfielder,27,0.23,0.13,0.06,2.09,11,30,1,,0.23,0.2,1.78,1.55,0.47,0.33,3.88,1.86,1.09,1.63,0.97,0.34,12.56,6.28,0.02,3.02,3.72,6.82,2.23,3.2,42,0,10.23,15.85,2.71,0.39,69.93,89,69,9.77,0.78,0.9,72.8,96,7.03,19.38,2.33,1.94,0.39,0.16,2.71,4.65,0.47,10,0.39,23,0.31,17,0.14,0.2,0.04,0.04,,0.42
Darren Joseph Norman Oldaker,Chesterfield,League Two,1296,Defensive Midfielder,26,0.14,0.04,0.05,0.83,17,25,0,,0.07,0.06,0.63,0.56,0.21,0.1,1.46,0.9,0.56,1.46,0.77,0.89,12.5,6.18,0,2.36,6.11,12.43,1.86,2.63,30,52,10.56,15.5,2.29,0.42,52.99,89,66,4.79,0.65,0.72,48.89,95,4.15,12.43,0.56,0.56,0,0.07,0.35,0.9,0,13,0.07,50,0.07,14,0,0.09,0.02,-0.02,,0.08
Dean Campbell,Barrow,League Two,1473,Defensive Midfielder,24,0,0.02,0.04,0.43,0,43,1,,0,0.01,0.43,0.43,0,0.03,0.86,0.12,0.06,0.37,1.71,1.91,18.76,9.84,0.05,4.95,5.74,13.63,1.57,3.28,44,52,16.01,14.49,3.12,0.43,44.6,84,70,3.97,0.24,0.26,32.87,97,4.06,7.45,0.43,0.31,0.12,0.06,0.37,0.67,0,0,0.12,50,0.18,23,0.03,0.06,0.01,0,,0.1
Donald Love,Accrington Stanley,League Two,1169,Defensive Midfielder,30,0.08,0.03,0.04,0.85,9,45,1,,0.08,0.12,0.92,0.92,0.15,0.15,1.77,0.15,0.08,0.31,1.25,3.15,14.17,6.93,0.04,3,5.85,13.55,1.75,3,58,51,10.93,8.84,2,0.38,33.73,67,27,4.23,0.35,0.41,22.41,97,4.99,7.93,0.92,0.85,0.08,0.08,0.85,1.69,0.31,58,0.54,37,0.15,37,0.17,0.07,0.05,0,,0.29
Harrison Neal,Carlisle United,League Two,1044,Defensive Midfielder,24,0.09,0.06,0.05,1.21,7,21,1,,0,0.03,0.52,0.52,0.09,0.08,1.72,0.69,0.34,0.43,0.63,3.41,22.06,10,0.03,4.65,7.67,16.11,3.17,3.8,68,66,17.49,20.82,4.22,0.78,47.74,73,51,4.74,0.4,0.43,35.16,97,4.04,8.1,0.52,0.52,0,0.09,0.6,1.12,0,33,0.17,29,0.17,23,0,0.09,0.09,-0.03,,0.15
Joel Tabiner,Crewe Alexandra,League Two,1048,Defensive Midfielder,21,0.09,0.06,0.04,1.37,6,38,2,,0.09,0.1,1.12,0.69,0.17,0.15,2.49,0.69,0.26,1.37,0.27,0.69,20.18,10.05,0,3.78,3.78,7.3,1.03,1.3,50,23,17.86,16.14,2.49,0.17,24.56,69,47,2.66,0.32,0.36,23.45,89,5.05,6.78,0.94,0.43,0.52,0,0.86,1.29,0.09,27,0.43,21,0.17,20,0.04,0.07,0.02,0.01,,0.14
Liam Kelly,Milton Keynes Dons,League Two,1030,Defensive Midfielder,29,0.09,0.03,0.04,0.79,11,11,0,,0.09,0.12,1.05,1.05,0.17,0.14,1.83,0.61,0.17,1.05,1.59,0.87,14.07,8.13,0,4.28,3.93,10.14,1.28,2.87,25,0,12.93,18.03,4.02,0.79,70.86,86,53,9,0.59,0.63,59.77,97,3.76,17.56,2.01,1.75,0.26,0.26,1.14,2.88,0.44,13,0.26,23,0.26,18,0.06,0.07,0.02,-0.03,,0.11
Luke Young,Cheltenham Town,League Two,1287,Defensive Midfielder,32,0.14,0.04,0.03,1.26,11,39,1,,0.14,0.06,0.98,0.56,0.28,0.09,2.24,0.14,0.14,0.28,0.66,1.77,15.24,8.6,0.04,3.57,7.55,14.26,1.3,1.96,33,55,13.21,10.25,2.52,0.28,31.53,71,45,3.64,0.32,0.35,20.97,98,4.18,6.15,1.19,0.56,0.63,0,0.14,0.7,0.14,35,0.49,44,0,29,0.06,0.07,0.07,-0.03,,0.18
